,w_name
2137,","
2138,و
2139,على
2140,تصريحات
2141,ه
2142,التي
2143,تحط
2144,من
2145,قدر
2146,النساء
2147,و
2148,الأقليات
2149,","
2150,و
2151,شخصيت
2152,ه
2153,التي
2154,تجعل
2155,ه
2156,غير
2157,مؤهل
2158,ل
2159,لمنصب
2160,.
2161,ليس
2162,هذا
2163,ما
2164,نحتاج
2165,ه
2166,ل
2167,بلاد
2168,نا
2169,يا
2170,قوم
2171,.
2172,ظهرت
2173,زوجة
2174,ترامب
2175,","
2176,ميلانيا
2177,ترامب
2178,","
2179,ل
2180,أول
2181,مرة
2182,في
2183,الحملة
2184,منذ
2185,مؤتمر
2186,الحزب
2187,الجمهوري
2188,في
2189,تموز
2190,.
2191,يقابل
2192,الطلاب
2193,أمثال
2194,راي
2195,مستشارين
2196,نفسيين
2197,في
2198,المدرسة
2199,من
2200,أجل
2201,الحديث
2202,عن
2203,ما
2204,حدث
2205,","
2206,لكن
2207,ها
2208,تقول
2209,أن
2210,السلوى
2211,الأكبر
2212,تأتي
2213,من
2214,رؤية
2215,أصدقائ
2216,ها
2217,.
2218,قالت
2219,ميليس
2220,خلال
2221,مقابلة
2222,يوم
2223,الخميس
2224,مع
2225,قناة
2226,سي
2227,بي
2228,سي
2229,نيوز
2230,:
2231,""""
2232,و
2233,هذه
2234,كارثة
2235,ب
2236,النسبة
2237,ل
2238,لمرضى
2239,المتألمين
2240,""""
2241,.
2242,قالت
2243,ميليس
2244,:
2245,""""
2246,لا
2247,يملك
2248,الأطباء
2249,تلك
2250,الأدوات
2251,","
2252,لدي
2253,هم
2254,فقط
2255,كراس
2256,ل
2257,لوصفات
2258,الطبية
2259,و
2260,حقنة
2261,""""
2262,.
2263,بدأ
2264,مدير
2265,التحقيق
2266,المستقل
2267,الخاص
2268,ب
2269,شرطة
2270,أوتاريو
2271,جيري
2272,مكنيلي
2273,تحقيق
2274,ه
2275,هذا
2276,الأسبوع
2277,بعد
2278,أن
2279,طرحت
2280,""""
2281,أسئلة
2282,مقلقة
2283,""""
2284,عن
2285,كيفية
2286,تعامل
2287,ضباط
2288,الشرطة
2289,مع
2290,السكان
2291,الأصليين
2292,.
2293,يمر
2294,التحقيق
2295,أيضا
2296,على
2297,المنشورات
2298,التحريضية
2299,في
2300,فيسبوك
2301,منذ
2302,شهر
2303,أيلول
2304,و
2305,التي
2306,يزعم
2307,أن
2308,ها
2309,تصدر
2310,عن
2311,ضباط
2312,شرطة
2313,في
2314,المدينة
2315,الواقعة
2316,شمال
2317,أونتاريو
2318,.
2319,تلقى
2320,المديرون
2321,التنفيذيون
2322,أيضا
2323,ما
2324,يسمى
2325,الدفع
2326,المرتبط
2327,ب
2328,الأداء
2329,لقاء
2330,النجاح
2331,أو
2332,تجاوز
2333,التوقعات
2334,ب
2335,حيث
2336,يتشاركون
2337,في
2338,ما
2339,بين
2340,هم
2341,مبلغا
2342,و
2343,قدر
2344,ه
2345,"1,5"
2346,مليون
2347,دولار
2348,","
2349,أو
2350,ما
2351,يقدر
2352,ب
2353,15000
2354,دولار
2355,ك
2356,معدل
2357,ل
2358,كل
2359,من
2360,هم
2361,.
2362,تفوق
2363,ميزانيت
2364,ها
2365,السنوية
2366,"1,4"
2367,مليار
2368,دولار
2369,","
2370,و
2371,يعمل
2372,في
2373,ها
2374,أكثر
2375,من
2376,6000
2377,موظف
2378,.
2379,أعلنت
2380,الحكومة
2381,الفدرالية
2382,استباقيا
2383,عن
2384,الدفع
2385,المرتبط
2386,ب
2387,الأداء
2388,و
2389,مستويات
2390,المكافآت
2391,ل
2392,كل
2393,وزارة
2394,","
2395,لكن
2396,آخر
2397,منشور
2398,على
2399,الإنترنت
2400,يعود
2401,إلى
2402,2013
2403,-
2404,2014
2405,","
2406,أي
2407,منذ
2408,عامين
2409,.
2410,بلغ
2411,مجموع
2412,الدفع
2413,المرتبط
2414,ب
2415,الأداء
2416,و
2417,المكافآت
2418,ل
2419,ذلك
2420,العام
2421,"1,5"
2422,مليون
2423,دولار
2424,","
2425,و
2426,هو
2427,ذات
2428,مجموع
2429,2015
2430,-
2431,2016
2432,.
2433,و
2434,قال
2435,غوميري
2436,الذي
2437,قاد
2438,لجنة
2439,التحقيق
2440,الخاصة
2441,ب
2442,فضيحة
2443,الرعاية
2444,الاتحادية
2445,بين
2446,عامي
2447,2004
2448,و
2449,2006
2450,أن
2451,هيئات
2452,ك
2453,هذه
2454,ضرورية
2455,ل
2456,لمساعدة
2457,في
2458,استعادة
2459,ثقة
2460,الجمهور
2461,في
2462,سيادة
2463,القانون
2464,.
2465,و
2466,قد
2467,أدى
2468,ذلك
2469,خلال
2470,اليومين
2471,الماضيين
2472,إلى
2473,اكتشاف
2474,أن
2475,ستة
2476,صحفيين
2477,آخرين
2478,من
2479,كيبيك
2480,كانوا
2481,هدفا
2482,ل
2483,عمليات
2484,مراقبة
2485,قادت
2486,ها
2487,الشرطة
2488,المحلية
2489,.
2490,و
2491,كتب
2492,في
2493,دليل
2494,الإرشادات
2495,:
2496,""""
2497,لا
2498,يجب
2499,أن
2500,يكون
2501,هنا
2502,معاملة
2503,تفضيلية
2504,ل
2505,لحكومة
2506,أو
2507,أي
2508,مظهر
2509,من
2510,مظاهر
2511,المعاملة
2512,التفضيلية
2513,ل
2514,لأفراد
2515,أو
2516,المنظمات
2517,ب
2518,سبب
2519,تقديم
2520,هم
2521,ل
2522,تبرعات
2523,مالية
2524,ل
2525,لسياسيين
2526,أو
2527,ل
2528,لأحزاب
2529,السياسية
2530,""""
2531,.
2532,حكم
2533,القاضي
2534,في
2535,قضية
2536,دافي
2537,الخاصة
2538,ب
2539,الاحتيال
2540,و
2541,خيانة
2542,الأمانة
2543,ب
2544,أن
2545,أفعال
2546,ه
2547,كانت
2548,ضمن
2549,قوانين
2550,المجلس
2551,عندما
2552,دفع
2553,كل
2554,التهم
2555,عن
2556,دافي
2557,.
2558,باتت
2559,هواتف
2560,نا
2561,المحمولة
2562,أكثر
2563,من
2564,مجرد
2565,هواتف
2566,هذه
2567,الأيام
2568,.
2569,علقت
2570,إحدى
2571,مشتركات
2572,نظام
2573,الإنترنت
2574,غير
2575,المحدود
2576,من
2577,شركة
2578,ساسكتل
2579,قائلة
2580,:
2581,""""
2582,هذا
2583,مذهل
2584,""""
2585,.
2586,أشار
2587,أيضا
2588,أن
2589,شركة
2590,روجرز
2591,طرحت
2592,مؤخرا
2593,تطبيقا
2594,جديدا
2595,يساعد
2596,العملاء
2597,على
2598,مراقبة
2599,مدى
2600,استخدام
2601,هم
2602,ل
2603,لإنترنت
2604,.
2605,هذا
2606,ما
2607,يجعل
2608,نا
2609,نعود
2610,من
2611,أجل
2612,المزيد
2613,.
2614,و
2615,تتزامن
2616,هذه
2617,التقديرات
2618,مع
2619,النسب
2620,المئوية
2621,ل
2622,لشقق
2623,الجديدة
2624,التي
2625,تدخل
2626,سوق
2627,الإيجارات
2628,عند
2629,انتهائ
2630,ها
2631,","
2632,مما
2633,يدل
2634,على
2635,الدور
2636,المهم
2637,الذي
2638,يلعب
2639,ه
2640,المستثمرون
2641,(
2642,المحليون
2643,)
2644,في
2645,خطة
2646,النمو
2647,في
2648,سوق
2649,العقارات
2650,.
2651,يقول
2652,ديتريش
2653,من
2654,مقر
2655,الشركة
2656,في
2657,دنفر
2658,","
2659,كولورادو
2660,حيث
2661,يباع
2662,الحشيش
2663,ب
2664,شكل
2665,قانوني
2666,:
2667,""""
2668,تساعد
2669,هذه
2670,السلالة
2671,على
2672,التخفيف
2673,من
2674,آلام
2675,الظهر
2676,","
2677,كما
2678,تساعد
2679,على
2680,التخفيف
2681,من
2682,الغثيان
2683,","
2684,و
2685,يجعل
2686,ك
2687,هذا
2688,المنتج
2689,تنام
2690,في
2691,الليل
2692,""""
2693,.
2694,لكن
2695,من
2696,دون
2697,إطار
2698,تشريعي
2699,و
2700,مع
2701,الفكرة
2702,العميقة
2703,عن
2704,الحشيش
2705,ك
2706,علاج
2707,شعبي
2708,ل
2709,تعديل
2710,المزاج
2711,","
2712,تركت
2713,الشركات
2714,في
2715,حيرة
2716,من
2717,أمر
2718,ها
2719,.
2720,الحديد
2721,عنصر
2722,أساسي
2723,يحتاج
2724,ه
2725,الجسم
2726,ل
2727,إنتاج
2728,خضاب
2729,الدم
2730,و
2731,هو
2732,البروتين
2733,الموجود
2734,في
2735,كريات
2736,الدم
2737,الحمراء
2738,و
2739,المسؤول
2740,عن
2741,نقل
2742,الأكسجين
2743,إلى
2744,أنسجة
2745,الجسم
2746,.
2747,فترة
2748,الانتظار
2749,الحالية
2750,هي
2751,ثمانية
2752,أسابيع
2753,.
2754,تقول
2755,منظمة
2756,خدمات
2757,الدم
2758,الكندية
2759,(
2760,سي
2761,بي
2762,إس
2763,)
2764,:
2765,""""
2766,من
2767,الممكن
2768,ل
2769,لمرء
2770,أن
2771,يكون
2772,لدي
2773,ه
2774,مستويات
2775,طبيعية
2776,من
2777,خضاب
2778,الدم
2779,","
2780,لكن
2781,مع
2782,نقص
2783,عام
2784,في
2785,الحديد
2786,""""
2787,.
2788,إرشادات
2789,الحديد
2790,الجديدة
2791,تعني
2792,أن
2793,هناك
2794,حاجة
2795,ل
2796,لمزيد
2797,من
2798,المتبرعين
2799,.
2800,ما
2801,بدأ
2802,ك
2803,تصوير
2804,روتيني
2805,ب
2806,الموجات
2807,الفوق
2808,صوتية
2809,انتهى
2810,ب
2811,أمر
2812,شديد
2813,التعقيد
2814,عندما
2815,أبلغت
2816,الأم
2817,الحامل
2818,مارغريت
2819,بويمر
2820,من
2821,بلانو
2822,","
2823,تكساس
2824,أن
2825,جنين
2826,ها
2827,الذي
2828,لم
2829,يولد
2830,بعد
2831,يعاني
2832,من
2833,حالة
2834,نادرة
2835,و
2836,يحتاج
2837,إلى
2838,عملية
2839,جراحية
2840,ل
2841,يعيش
2842,.
2843,الورم
2844,المسخي
2845,في
2846,العجزية
2847,العصعصية
2848,هو
2849,ورم
2850,ينشأ
2851,قبل
2852,الولادة
2853,و
2854,ينمو
2855,من
2856,عصعص
2857,الجنين
2858,.
2859,هذا
2860,أكثر
2861,الأورام
2862,شيوعا
2863,عند
2864,الأجنة
2865,","
2866,و
2867,يظهر
2868,في
2869,واحد
2870,من
2871,كل
2872,35000
2873,مولود
2874,.
2875,كانت
2876,في
2877,ال84
2878,من
2879,عمر
2880,ها
2881,.
2882,وصف
2883,ها
2884,ب
2885,أن
2886,ها
2887,امرأة
2888,""""
2889,مذهلة
2890,""""
2891,و
2892,""""
2893,محبة
2894,و
2895,رائعة
2896,""""
2897,تركت
2898,بصمت
2899,ها
2900,في
2901,عالم
2902,الأدب
2903,من
2904,خلال
2905,قصص
2906,ها
2907,.
2908,قالت
2909,ليف
2910,في
2911,مقابلة
2912,أجريت
2913,مع
2914,ها
2915,مؤخرا
2916,:
2917,""""
2918,بعض
2919,الرجال
2920,يتمتعون
2921,ب
2922,ذلك
2923,و
2924,بونو
2925,أحد
2926,أولئك
2927,الرجال
2928,""""
2929,.
2930,لم
2931,تتجاوز
2932,العشرين
2933,من
2934,عمر
2935,ها
2936,فحسب
2937,","
2938,و
2939,ها
2940,هي
2941,صوت
2942,قوي
2943,ضد
2944,البلطجة
2945,و
2946,مع
2947,مساعدة
2948,الفتيات
2949,على
2950,تبني
2951,معايير
2952,هن
2953,الخاصة
2954,ل
2955,لجمال
2956,.
2957,قالت
2958,ليف
2959,:
2960,""""
2961,دار
2962,صوت
2963,ها
2964,حول
2965,العالم
2966,حرفيا
2967,""""
2968,.
2969,ما
2970,أن
2971,نشرت
2972,الصور
2973,الرمنسية
2974,ل
2975,لحفلة
2976,","
2977,عجت
2978,مواقع
2979,التواصل
2980,الاجتماعي
2981,ب
2982,التعليقات
2983,","
2984,التي
2985,لم
2986,تكن
2987,إيجابية
2988,.
2989,يرى
2990,الكثيرون
2991,ب
2992,ما
2993,في
2994,هم
2995,مجموعات
2996,السكان
2997,الأصليين
2998,أن
2999,هم
3000,يستهينون
3001,ب
3002,ثقافة
3003,الأمم
3004,الأولى
3005,في
3006,كندا
3007,.
3008,هدف
3009,هذه
3010,الجلسات
3011,ل
3012,لجنة
3013,الإذاعة
3014,و
3015,التلفزيون
3016,و
3017,الاتصالات
3018,الكندية
3019,هو
3020,تطويق
3021,ردود
3022,الجمهور
3023,و
3024,الجهات
3025,المعنية
3026,في
3027,القطاع
3028,.
3029,و
3030,هذا
3031,لا
3032,ينطبق
3033,فقط
3034,على
3035,المحتوى
3036,الترفيهي
3037,","
3038,بل
3039,أيضا
3040,على
3041,التعليم
3042,","
3043,و
3044,الأبحاث
3045,العلمية
3046,","
3047,و
3048,
3049,ربما
3050,هذا
3051,الأهم
3052,
3053,على
3054,الخطاب
3055,السياسي
3056,.
3057,على
3058,كل
3059,حال
3060,","
3061,الإنترنت
3062,ليس
3063,رفاهية
3064,","
3065,بل
3066,ضرورة
3067,.
3068,و
3069,شكل
3070,الحطام
3071,حلقة
3072,حول
3073,خط
3074,الاستواء
3075,الأرضي
3076,و
3077,تجمع
3078,في
3079,نهاية
3080,المطاف
3081,ب
3082,فعل
3083,الجاذبية
3084,ل
3085,يشكل
3086,القمر
3087,.
3088,و
3089,مع
3090,ذلك
3091,","
3092,ظلت
3093,هناك
3094,أسئلة
3095,ب
3096,لا
3097,إجابة
3098,.
3099,في
3100,بلدة
3101,هيلزبورو
3102,","
3103,الواقعة
3104,على
3105,تخوم
3106,مدينة
3107,تشابل
3108,هيل
3109,","
3110,ألقى
3111,أحد
3112,هم
3113,قنبلة
3114,حارقة
3115,على
3116,مقر
3117,الحزب
3118,الجمهوري
3119,الشهر
3120,الماضي
3121,.
3122,بعد
3123,أن
3124,مررت
3125,ولاية
3126,كارولينا
3127,الشمالية
3128,مشروع
3129,قانون
3130,تقييد
3131,حرية
3132,التصويت
3133,عام
3134,2013
3135,","
3136,دار
3137,كامبل
3138,على
3139,الكنائس
3140,ل
3141,يعلم
3142,الناس
3143,كيفية
3144,التعامل
3145,مع
3146,الصعوبات
3147,التي
3148,تواجه
3149,تسجيل
3150,هم
3151,.
3152,يمكن
3153,ه
3154,كشف
3155,تأثيرات
3156,الانتخابات
3157,حول
3158,ه
3159,مع
3160,انفجار
3161,النزاع
3162,و
3163,التقاطع
3164,الغريب
3165,بين
3166,الأفكار
3167,الجديدة
3168,و
3169,القديمة
3170,.
3171,التعارض
3172,بين
3173,البيانات
3174,الاقتصادية
3175,و
3176,الخطاب
3177,السياسي
3178,أمر
3179,مألوف
3180,","
3181,أو
3182,ينبغي
3183,أن
3184,يكون
3185,كذلك
3186,.
3187,يحذر
3188,الاقتصاديون
3189,في
3190,الجمهوريين
3191,من
3192,أخذ
3193,هذه
3194,البيانات
3195,ك
3196,دليل
3197,على
3198,أن
3199,سياسة
3200,حزب
3201,هم
3202,الاقتصادية
3203,سيئة
3204,.
3205,لا
3206,أعرف
3207,كيف
3208,كان
3209,نمو
3210,الناتج
3211,المحلي
3212,الإجمالي
3213,خلال
3214,إدارتي
3215,الرئيسين
3216,واشنطن
3217,و
3218,لينكولن
3219,","
3220,لكن
3221,كان
3222,ل
3223,لتطورات
3224,المؤسسية
3225,خلال
3226,تلك
3227,الفترتين
3228,تأثيرات
3229,طويلة
3230,الأمد
3231,.
3232,أوجه
3233,الاختلاف
3234,بين
3235,سولا
3236,و
3237,ترامب
3238,","
3239,و
3240,بين
3241,روما
3242,و
3243,الولايات
3244,المتحدة
3245,","
3246,أكثر
3247,من
3248,أوجه
3249,التشابه
3250,","
3251,لكن
3252,هذا
3253,لا
3254,يمنع
3255,من
3256,وجود
3257,تشابه
3258,.
3259,و
3260,قد
3261,اعترفت
3262,قائلة
3263,:
3264,""""
3265,علي
3266,كم
3267,ب
3268,النظر
3269,إلى
3270,ما
3271,أقرت
3272,ب
3273,ه
3274,ب
3275,أن
3276,نا
3277,نحتاج
3278,إلى
3279,شيء
3280,مختلف
3281,
3282,يمكن
3283,نا
3284,أن
3285,نقوم
3286,ب
3287,عمل
3288,أفضل
3289,
3290,و
3291,إلى
3292,أن
3293,ها
3294,أعربت
3295,عن
3296,أسف
3297,ها
3298,""""
3299,.
3300,لكن
3301,عندما
3302,أصبحت
3303,الانتقادات
3304,الموجهة
3305,إلى
3306,كلينتون
3307,ك
3308,سيدة
3309,أولى
3310,لاذعة
3311,أكثر
3312,","
3313,غدت
3314,كاريل
3315,أكثر
3316,تعاطفا
3317,.
3318,شرح
3319,جون
3320,دي
3321,دومينيكو
3322,الذي
3323,يمثل
3324,شخصية
3325,دونالد
3326,ترامب
3327,قائلا
3328,ل
3329,مجلة
3330,سليت
3331,:
3332,""""
3333,عندما
3334,ألعب
3335,دور
3336,ه
3337,","
3338,أشعر
3339,ب
3340,القوة
3341,""""
3342,.
3343,مع
3344,اشتداد
3345,هستيريا
3346,انتخابات
3347,عام
3348,2016
3349,","
3350,يشغل
3351,بال
3352,كاريل
3353,تهديدا
3354,أكثر
3355,إزعاجا
3356,من
3357,هذا
3358,الهراء
3359,.
3360,هم
3361,عادة
3362,فنانون
3363,يرغبون
3364,ب
3365,فعل
3366,عدة
3367,أشياء
3368,.
3369,ثم
3370,ينتهي
3371,الإعلان
3372,.
3373,كان
3374,منتجو
3375,موسيقى
3376,ميامي
3377,بيس
3378,غير
3379,مهتمين
3380,ب
3381,المؤخرات
3382,المهتزة
3383,","
3384,و
3385,هذا
3386,قلق
3387,هم
3388,الأساسي
3389,.
3390,في
3391,مقابلة
3392,أجريت
3393,مؤخرا
3394,","
3395,شرح
3396,زاي
3397,و
3398,زايون
3399,تسجيل
3400,نسخت
3401,هما
3402,من
3403,أغنية
3404,""""
3405,ناك
3406,إف
3407,يو
3408,باك
3409,""""
3410,على
3411,جهاز
3412,حاسوب
3413,محمول
3414,منزلي
3415,.
3416,لكن
3417,التحديات
3418,","
3419,و
3420,الأغاني
3421,التي
3422,تحدث
3423,ها
3424,","
3425,تضيف
3426,جهازا
3427,عصبيا
3428,مترابط
3429,و
3430,يمكن
3431,تتبع
3432,ه
3433,إلى
3434,حلقات
3435,الفيديو
3436,القصيرة
3437,الخاصة
3438,ب
3439,الرقصات
